Patient	HALLMARK_TNFA_SIGNALING_VIA_NFKB	HALLMARK_HYPOXIA	HALLMARK_CHOLESTEROL_HOMEOSTASIS	HALLMARK_MITOTIC_SPINDLE	HALLMARK_WNT_BETA_CATENIN_SIGNALING	HALLMARK_TGF_BETA_SIGNALING	HALLMARK_IL6_JAK_STAT3_SIGNALING	HALLMARK_DNA_REPAIR	HALLMARK_G2M_CHECKPOINT	HALLMARK_APOPTOSIS	HALLMARK_NOTCH_SIGNALING	HALLMARK_ADIPOGENESIS	HALLMARK_ESTROGEN_RESPONSE_EARLY	HALLMARK_ESTROGEN_RESPONSE_LATE	HALLMARK_ANDROGEN_RESPONSE	HALLMARK_MYOGENESIS	HALLMARK_PROTEIN_SECRETION	HALLMARK_INTERFERON_ALPHA_RESPONSE	HALLMARK_INTERFERON_GAMMA_RESPONSE	HALLMARK_APICAL_JUNCTION	HALLMARK_APICAL_SURFACE	HALLMARK_HEDGEHOG_SIGNALING	HALLMARK_COMPLEMENT	HALLMARK_UNFOLDED_PROTEIN_RESPONSE	HALLMARK_PI3K_AKT_MTOR_SIGNALING	HALLMARK_MTORC1_SIGNALING	HALLMARK_E2F_TARGETS	HALLMARK_MYC_TARGETS_V1	HALLMARK_MYC_TARGETS_V2	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_INFLAMMATORY_RESPONSE	HALLMARK_XENOBIOTIC_METABOLISM	HALLMARK_FATTY_ACID_METABOLISM	HALLMARK_OXIDATIVE_PHOSPHORYLATION	HALLMARK_GLYCOLYSIS	HALLMARK_REACTIVE_OXIGEN_SPECIES_PATHWAY	HALLMARK_P53_PATHWAY	HALLMARK_UV_RESPONSE	HALLMARK_UV_RESPONSE_UP	HALLMARK_UV_RESPONSE_DN	HALLMARK_ANGIOGENESIS	HALLMARK_HEME_METABOLISM	HALLMARK_COAGULATION	HALLMARK_IL2_STAT5_SIGNALING	HALLMARK_BILE_ACID_METABOLISM	HALLMARK_PEROXISOME	HALLMARK_ALLOGRAFT_REJECTION	HALLMARK_SPERMATOGENESIS	HALLMARK_KRAS_SIGNALING	HALLMARK_KRAS_SIGNALING_UP	HALLMARK_KRAS_SIGNALING_DN	HALLMARK_PANCREAS_BETA_CELLS	MHC-II	MHC-I
Patient200	3693.261987	4553.866681	6112.547881	7156.57572	2821.884175	6383.397887	2967.821061	6587.911259	6477.119972	5833.830362	4687.080818	6031.137424	3173.525971	2995.360049	5935.117723	3357.237822	7504.664672	7193.175239	6322.918956	4299.991994	1168.923579	4242.476055	4668.132044	7355.529044	6101.596105	7378.49435	6482.164927	8621.691396	6309.308793	4611.646692	1602.43683	2975.771605	4869.649299	8294.601574	4307.03855	7234.72767	4852.511024	-1334.131296	5120.781289	6454.912585	3132.322673	4396.215109	2367.833483	3982.317012	1896.917472	4856.847296	3846.285793	360.2712732	5705.003344	2591.774554	-3113.228789	164.6068343	7660.744687	10004.44198
Patient201	2947.469058	4516.144499	4839.165099	7028.043724	3690.795627	6161.269166	1832.795738	6563.7961	6327.218784	5544.347868	5416.490985	5903.44224	2291.65715	1536.369007	5323.586564	2454.467106	7159.69254	4607.485451	3748.124322	3894.584162	1139.784255	3113.590506	3148.97886	7340.413809	4983.123367	6679.359195	6322.689391	8381.255621	5581.713367	6541.066102	-142.1940372	2650.721237	4648.49635	7703.37543	4791.686261	5702.392206	4434.899264	-1825.038758	4234.772894	6059.811653	6107.595892	3967.257659	3392.400163	3045.949038	2363.394248	4231.81054	1104.608083	-525.0296961	4561.686419	998.4126015	-3563.273817	-887.1048057	110.8113389	8368.408935
Patient203	4370.13758	5130.64875	6457.651902	7111.16424	3770.671362	6806.24301	3300.424462	6445.779052	6881.532321	6069.547845	5650.212883	6290.51389	4310.276424	4021.479587	6380.129431	3107.985447	7724.471909	6640.341701	5986.379892	4685.431132	2236.67517	3646.024413	4652.74558	7272.915483	5869.952642	7162.119406	6835.646734	8749.217525	6555.08934	6645.347485	1776.487706	3159.514551	4853.990835	7942.983633	4305.060114	6855.30493	5314.908832	-1786.07411	4983.967784	6770.041894	4747.500468	4077.671069	3226.203306	4220.959642	750.3043275	4567.292826	4064.813901	-565.9310632	4913.254643	2442.530386	-2470.724257	-1726.273012	7937.258398	9659.774175
Patient193	3755.386123	4547.749182	5654.715577	6776.789028	3393.128727	6385.53871	3558.444678	6487.849431	6349.807053	5745.449359	4508.051494	6034.685801	3529.122265	2856.958971	6007.69468	2595.981992	7549.713872	7810.410417	6809.37146	3992.956935	1288.714818	1596.765917	4525.89965	7036.118513	5895.999993	6887.712526	6027.260092	8647.108814	6837.543002	4998.720113	1723.730528	2551.290825	4853.839599	7898.930599	3923.3037	6705.216962	5033.840712	-1692.611633	4461.908491	6154.520124	3502.938394	4228.765261	3185.712014	4146.03434	1464.943752	4723.657502	4021.908061	-585.2649699	4820.423056	1820.30035	-3000.122706	-1866.165504	8703.434513	10121.63489
Patient195	4353.164388	4887.559171	5977.850882	7195.558707	3299.500334	6463.199932	2535.821334	6678.75091	7237.281111	6097.315022	4734.172884	6346.745609	2533.224097	1981.991967	5778.279282	2557.63636	7567.708879	4981.939957	5155.979758	3743.020223	1718.196592	2813.840161	4197.25462	7474.995636	5792.766154	7610.943762	7263.498742	9055.963268	7080.43159	5887.72103	1377.667585	3003.954279	4976.532339	8464.347374	4259.966703	7210.576588	4506.443225	-1344.302305	4935.256622	6279.558927	4682.914386	4563.186983	2902.112222	4309.075965	1203.676754	4528.612796	3924.594367	109.2464118	5759.477067	1631.246037	-4128.23103	-1048.890002	6769.218695	8562.523876
Patient196	3593.679043	4280.808299	5889.112606	6863.308496	2791.626823	6081.8154	2154.912727	6921.872511	6733.482939	5485.622805	4442.238749	5979.560156	2597.595724	1934.708121	5222.51968	1796.659731	7617.595994	5648.16037	4572.401473	3448.166502	1482.184964	3674.312413	3471.58274	7742.010881	5643.823643	7439.182772	6842.470575	8830.998854	6740.232552	3538.343086	203.5947823	2646.461607	4335.534351	8408.494918	4537.535734	6758.124345	4348.323736	-178.1092162	4893.647632	5071.756848	2747.546699	4775.348667	2079.991752	2692.31587	1153.442649	4427.677853	1592.841542	-304.2924071	4381.81821	600.9013785	-3780.916831	-310.0436149	596.7112347	9175.260067
Patient197	3096.562334	4869.714031	5612.350637	7269.790065	2999.325485	5852.504405	1503.258861	7039.090901	7221.187445	5444.93522	4356.838433	6184.017937	2606.163585	1880.927325	5714.026407	2129.935315	7293.47875	5179.400677	3449.341808	3383.175004	1712.096088	3002.718074	3551.727119	7395.869026	5571.500745	7599.975836	7280.519525	8950.142126	7014.234829	3425.781164	596.6471494	2769.347609	4780.355594	8253.940962	4920.457902	7303.521335	4326.120724	-721.1783201	4551.052954	5272.231275	3935.979742	5373.75656	2584.853354	2874.041871	1236.075281	4645.759521	1201.850777	941.8937302	4519.639117	705.38522	-3814.253897	-955.2016205	390.8437234	7618.776965
Patient204	3939.219472	4055.474253	5958.407996	7058.394909	3600.343196	6005.119607	3445.143896	6624.68952	7000.000472	6032.021794	4562.4704	6029.114269	2891.897441	2834.77156	5596.502747	2312.785074	7280.480491	7030.171147	6268.302169	3950.627276	1509.558795	2027.306069	4402.126327	7256.947214	5713.017931	7055.157142	6927.190533	8838.650986	6862.648674	5346.33456	1356.55919	2808.314552	4574.841008	7999.401199	4030.479938	6715.773474	5055.877517	-1297.600997	4596.957623	5894.55862	4121.004283	4217.445127	3334.96315	3779.866901	1402.954578	4168.828005	3457.228715	-95.52990156	4698.068034	1805.085842	-2892.982192	-1911.297295	7183.210782	10010.48866
Patient205	4883.590241	5146.974284	5937.328701	6993.549351	3224.230833	6509.417495	3727.666885	6496.120804	6935.364024	6265.083599	5435.939246	6064.826041	2375.546007	1940.634694	5812.693852	2561.223305	7698.728044	7252.613886	6667.103164	4019.316747	1487.26526	3115.041138	4649.13176	7621.851527	5505.283099	7168.301717	6828.581099	8596.270387	6570.953381	6626.034528	1926.612927	2919.268316	4644.758653	7981.726789	4589.547514	6746.283962	4763.648649	-1727.256114	4480.168014	6207.424128	5527.718904	3939.515391	3611.389516	4040.789621	1384.597505	4579.558631	3429.70073	-830.1900761	4892.011385	1422.350092	-3469.661292	-2270.738841	8045.841441	10001.62342
Patient206	4225.598235	4584.170752	5620.785699	7306.600168	3326.297848	7138.743457	3861.709985	6017.23321	6796.980274	6128.233415	5413.898849	6205.119167	2475.882306	1907.746512	5810.32079	5532.698061	7273.683215	6808.404901	6193.091394	4613.384437	1857.019996	3776.40069	4544.791927	7224.188686	5547.25409	6687.808693	6541.401116	8522.576099	6100.500928	7264.418821	2034.836092	2857.059956	4605.407842	7438.394485	3973.618005	6781.296242	4603.430384	-2094.88821	4749.340654	6844.228864	4588.173685	3914.89778	3061.812961	4175.855933	972.1721182	4358.708058	3872.165594	-1319.402769	6530.729927	2769.519513	-3761.210414	-2285.178438	6666.757657	9429.962056
